cable_id,sld_schema,cbl_type,label,from,calc_lengt,splice_id,to,backhaul,sp1_type,sp1_label,sp2_type,sp2_label,stru_label,enc_type,placement,sc_type,coords_from,coords_to,reel_end
2029,1;1;1;2;1;1;1;1;1;,12,TWV/B011/012F,TWV/B010,45,1242,TWV/B011,2,SP4A,TWV/B011/B126/1,,,758912,2,2,ODP2,POINT(481533.22 613312.21),POINT(481511.05 613318.53),2
1307,1;1;1;2;1;1;1;1;2;,24,TWV/B012/024F,TWV/B010,145,1245,TWV/B012,2,SP4A,TWV/B012/B126/2,,,758914,2,1,ODP2,POINT(481533.22 613312.21),POINT(481649.7 613353.83),2
1308,1;1;1;2;1;1;1;1;2;1;,12,TWV/B013/012F,TWV/B012,110,1244,TWV/B013,2,SP4A,TWV/B013/B126/3,SP4A,TWV/B013/B126/4,758916,2,1,ODP2,POINT(481649.7 613353.83),POINT(481591.6 613382.15),2
1309,1;1;1;2;1;1;1;1;2;2;,24,TWV/B014/024F,TWV/B012,743,1246,TWV/B014,2,SP4A,TWV/B014/B126/5,,,757079,2,1,ODP2,POINT(481649.7 613353.83),POINT(481441.22 613709.73),2
1310,1;1;1;2;1;1;1;1;2;2;1;,24,TWV/B015/024F,TWV/B014,341,1247,TWV/B015,2,SP4A,TWV/B015/B126/6,,,759105,2,1,ODP2,POINT(481441.22 613709.73),POINT(481130.59 613687.66),2
1311,1;1;1;2;1;1;1;1;2;2;1;1;,24,TWV/B016/024F,TWV/B015,228,1248,TWV/B016,2,SP4A,TWV/B016/B126/7,,,TWV/B/EIR/CH016,2,2,ODP2,POINT(481130.59 613687.66),POINT(480930.56 613646.77),2
1305,1;1;1;2;1;1;1;2;,48,TWV/B017/048F,TWV/B009,177,1241,TWV/B017,1,SP4A,TWV/B017/B126/8,,,TWV/B/EIR/CH017,2,2,ODP2,POINT(481542.46 613242.91),POINT(481531.73 613082.13),2
1312,1;1;1;2;1;1;1;2;1;,48,TWV/B018/048F,TWV/B017,1416,76,,1,,,,,TWV/B/EIR/CH248,,,SLACK,POINT(481531.73 613082.13),POINT(481343.93 612779.18),2
1312,1;1;1;2;1;1;1;2;1;1;,48,TWV/B018/048F,TWV/B017,1416,77,,1,,,,,TWV/B/EIR/CH144,,,SLACK,POINT(481343.93 612779.18),POINT(480994.7 612297.65),2
1312,1;1;1;2;1;1;1;2;1;1;1;,48,TWV/B018/048F,TWV/B017,1416,1320,TWV/B018,1,SP8A,TWV/B018/B127,,,TWV/B/EIR/CH018,1,2,ODP1,POINT(480994.7 612297.65),POINT(480755.48 611979.22),2
1318,1;1;1;2;1;1;1;2;1;1;1;1;,12,TWV/B019/012F,TWV/B018,846,1325,TWV/B019,2,SP4A,TWV/B019/B127/1,,,1975029,2,1,ODP2,POINT(480755.48 611979.22),POINT(480857.3 611214.29),2
1319,1;1;1;2;1;1;1;2;1;1;1;1;1;,12,TWV/B020/012F,TWV/B019,154,1324,TWV/B020,2,SP4A,TWV/B020/B127/2,,,651669,2,1,ODP2,POINT(480857.3 611214.29),POINT(480851.84 611080.67),2
1313,1;1;1;2;1;1;1;2;1;1;1;2;,24,TWV/B021/024F,TWV/B018,559,1484,TWV/B021,2,,,,,2339192,4,1,JOINT,POINT(480755.48 611979.22),POINT(481270 612029.47),2
1314,1;1;1;2;1;1;1;2;1;1;1;2;1;,12,TWV/B022/012F,TWV/B021,411,1485,TWV/B022,2,SP4A,TWV/B022/B127/3,,,E1007294,2,1,ODP2,POINT(481270 612029.47),POINT(481259.88 611670.14),2
1315,1;1;1;2;1;1;1;2;1;1;1;2;2;,24,TWV/B023/024F,TWV/B021,539,1376,TWV/B023,2,,,,,TWV/B/EIR/CH023,4,2,JOINT,POINT(481270 612029.47),POINT(481647.08 611917.52),2
1316,1;1;1;2;1;1;1;2;1;1;1;2;2;1;,12,TWV/B024/012F,TWV/B023,1115,69,,2,,,,,272949,,,SLACK,POINT(481647.08 611917.52),POINT(481635.54 611354.25),2
1316,1;1;1;2;1;1;1;2;1;1;1;2;2;1;1;,12,TWV/B024/012F,TWV/B023,1115,1322,TWV/B024,2,SP4A,TWV/B024/B127/4,,,652516,2,1,ODP2,POINT(481635.54 611354.25),POINT(481535.93 610876.96),2
1317,1;1;1;2;1;1;1;2;1;1;1;2;2;1;1;1;,12,TWV/B025/012F,TWV/B024,337,1323,TWV/B025,2,SP4A,TWV/B025/B127/5,,,E1006984,2,1,ODP2,POINT(481535.93 610876.96),POINT(481604.38 610576.69),2
1320,1;1;1;2;1;1;1;2;1;1;1;2;2;2;,24,TWV/B026/024F,TWV/B023,618,1377,TWV/B026,2,,,,,TWV/B/EIR/CH026,4,2,JOINT,POINT(481647.08 611917.52),POINT(482239.95 611785.43),2
2031,1;1;1;2;1;1;1;2;1;1;1;2;2;2;1;,12,TWV/B027/012F,TWV/B026,189,1983,TWV/B027,2,,,,,652845,4,1,JOINT,POINT(482239.95 611785.43),POINT(482115.9 611779.83),2
2032,1;1;1;2;1;1;1;2;1;1;1;2;2;2;1;1;,12,TWV/B028/012F,TWV/B027,429,1321,TWV/B028,2,SP4A,TWV/B028/B127/6,,,TWV/B/EIR/CH028,2,2,ODP2,POINT(482115.9 611779.83),POINT(482174.51 611377.22),2
1321,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;,24,TWV/B029/024F,TWV/B026,359,1333,TWV/B029,2,SP4A,TWV/B029/B127/7,,,TWV/B/EIR/CH029,2,2,ODP2,POINT(482239.95 611785.43),POINT(482591.82 611713.87),2
1322,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;,24,TWV/B030/024F,TWV/B029,578,1636,TWV/B030,2,,,,,TWV/B/EIR/CH030,4,2,JOINT,POINT(482591.82 611713.87),POINT(483156.92 611594.93),2
1667,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;,24,TWV/B031/024F,TWV/B030,404,1318,TWV/B031,2,SP8A,TWV/B031/B128,,,1673787,1,1,ODP1,POINT(483156.92 611594.93),POINT(483519.3 611498.77),2
1323,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;1;,12,TWV/B032/012F,TWV/B031,397,1260,TWV/B032,2,SP4A,TWV/B032/B128/1,SP4A,TWV/B032/B128/2,655265,2,1,ODP2,POINT(483519.3 611498.77),POINT(483445.57 611189.19),2
1324,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;,12,TWV/B033/012F,TWV/B032,259,1261,TWV/B033,2,SP4A,TWV/B033/B128/3,,,TWV/B/EIR/CH033,2,2,ODP2,POINT(483445.57 611189.19),POINT(483310.75 611061.76),2
2034,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;,12,TWV/B034/012F,TWV/B033,93,1918,TWV/B034,2,SP4A,TWV/B034/B128/4,,,TWV/B/EIR/CH034,2,2,ODP2,POINT(483310.75 611061.76),POINT(483330.56 610972.58),2
1346,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;,24,TWV/B035/024F,TWV/B031,66,1530,TWV/B035,2,SP8A,TWV/B035/B129,,,2386885,1,1,ODP1,POINT(483519.3 611498.77),POINT(483564.04 611488.3),2
1347,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;1;,12,TWV/B036/012F,TWV/B035,379,1257,TWV/B036,2,SP4A,TWV/B036/B129/1,SP4A,TWV/B036/B129/2,611123,2,1,ODP2,POINT(483564.04 611488.3),POINT(483534.4 611840.74),2
1348,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;1;1;,12,TWV/B037/012F,TWV/B036,351,1255,TWV/B037,2,SP4A,TWV/B037/B129/3,,,653003,2,1,ODP2,POINT(483534.4 611840.74),POINT(483522.6 612168.75),2
1349,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;1;1;1;,12,TWV/B038/012F,TWV/B037,241,1256,TWV/B038,2,SP4A,TWV/B038/B129/4,,,TWV/B/EIR/CH038,2,2,ODP2,POINT(483522.6 612168.75),POINT(483494.32 612386.13),2
2033,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;1;1;1;1;,12,TWV/B039/012F,TWV/B038,301,1921,TWV/B039,2,SP4A,TWV/B039/B129/5,,,TWV/B/EIR/CH039,2,2,ODP2,POINT(483494.32 612386.13),POINT(483731.13 612279.81),2
1350,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;,24,TWV/B040/024F,TWV/B035,231,1374,TWV/B040,2,,,,,1975023,4,1,JOINT,POINT(483564.04 611488.3),POINT(483770.83 611451.17),2
1351,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;1;,12,TWV/B041/012F,TWV/B040,295,1258,TWV/B041,2,SP4A,TWV/B041/B129/6,,,E1007206,2,1,ODP2,POINT(483770.83 611451.17),POINT(484037.75 611412.93),2
1356,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;,24,TWV/B042/024F,TWV/B040,451,1259,TWV/B042,2,SP4A,TWV/B042/B129/7,,,707076,2,1,ODP2,POINT(483770.83 611451.17),POINT(483539.46 611111.59),2
1357,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;,24,TWV/B043/024F,TWV/B042,502,1319,TWV/B043,2,SP8A,TWV/B043/B130,SP4A,TWV/B043/B130/1,654071,5,1,ODP1+ODP2,POINT(483539.46 611111.59),POINT(483631.63 610685.52),2
1358,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;,12,TWV/B044/012F,TWV/B043,153,1540,TWV/B044,2,,,,,654075,4,1,JOINT,POINT(483631.63 610685.52),POINT(483685.71 610574.59),2
1359,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;,12,TWV/B045/012F,TWV/B044,88,1266,TWV/B045,2,SP4A,TWV/B045/B130/2,,,TWV/B/EIR/CH045,2,2,ODP2,POINT(483685.71 610574.59),POINT(483663.69 610638.54),2
1360,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;,12,TWV/B046/012F,TWV/B045,110,1932,TWV/B046,2,,,,,755512,3,1,ODP3,POINT(483663.69 610638.54),POINT(483703.03 610657.59),2
2035,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;,12,TWV/B047/012F,TWV/B046,75,1920,TWV/B047,2,,,,,755513,3,1,ODP3,POINT(483703.03 610657.59),POINT(483754.5 610634.94),2
1954,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;,12,TWV/B048/012F,TWV/B047,358,1264,TWV/B048,2,SP4A,TWV/B048/B130/3,SP4A,TWV/B048/B130/4,TWV/B/EIR/CH048,2,2,ODP2,POINT(483754.5 610634.94),POINT(484076.21 610646.18),2
1953,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;,12,TWV/B049/012F,TWV/B048,266,1919,TWV/B049,2,,,,,1500901,3,1,ODP3,POINT(484076.21 610646.18),POINT(484311.17 610675.72),2
1361,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;2;,12,TWV/B050/012F,TWV/B044,772,1263,TWV/B050,2,SP4A,TWV/B050/B130/5,,,654371,2,1,ODP2,POINT(483685.71 610574.59),POINT(483791.91 609873.42),2
1362,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;2;1;,12,TWV/B051/012F,TWV/B050,834,1262,TWV/B051,2,SP4A,TWV/B051/B130/6,,,E1006748,2,1,ODP2,POINT(483791.91 609873.42),POINT(484053.57 609153.13),2
1352,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;3;,24,TWV/B052/024F,TWV/B040,798,1317,TWV/B052,2,SP8A,TWV/B052/B131,,,1037979,1,1,ODP1,POINT(483770.83 611451.17),POINT(483996.11 612185.19),2
1368,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;3;1;,12,TWV/B053/012F,TWV/B052,165,1250,TWV/B053,2,SP4A,TWV/B053/B131/1,SP4A,TWV/B053/B131/2,E1007344,2,1,ODP2,POINT(483996.11 612185.19),POINT(483888.28 612238.77),2
1354,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;3;2;,12,TWV/B054/012F,TWV/B052,293,1254,TWV/B054,2,SP4A,TWV/B054/B131/3,,,E1006888,2,1,ODP2,POINT(483996.11 612185.19),POINT(484251.04 612241.55),2
1355,1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;2;2;3;2;1;,12,TWV/B055/012F,TWV/B054,171,1252,TWV/B055,2,SP4A,TWV/B055/B131/4,SP4A,TWV/B055/B131/5,1506818,2,1,ODP2,POINT(484251.04 612241.55),POINT(484238.65 612389.16),2
1325,1;1;1;2;1;1;1;2;1;1;1;3;,48,TWV/B056/048F,TWV/B018,590,1326,TWV/B056,1,SP4A,TWV/B056/B127/8,,,TWV/B/EIR/CH056,2,2,ODP2,POINT(480755.48 611979.22),POINT(480174.73 611895.66),2
1326,1;1;1;2;1;1;1;2;1;1;1;3;1;,48,TWV/B057/048F,TWV/B056,910,1327,TWV/B057,1,SP8A,TWV/B057/B132,,,610614,1,1,ODP1,POINT(480174.73 611895.66),POINT(479291.55 611805.8),2
1327,1;1;1;2;1;1;1;2;1;1;1;3;1;1;,12,TWV/B058/012F,TWV/B057,545,1328,TWV/B058,2,SP4A,TWV/B058/B132/1,,,1669907,2,1,ODP2,POINT(479291.55 611805.8),POINT(479241.4 611291.67),2
1329,1;1;1;2;1;1;1;2;1;1;1;3;1;1;1;,12,TWV/B059/012F,TWV/B058,244,1330,TWV/B059,2,SP4A,TWV/B059/B132/2,,,649701,2,1,ODP2,POINT(479241.4 611291.67),POINT(479167.16 611118.87),2
1330,1;1;1;2;1;1;1;2;1;1;1;3;1;1;1;1;,12,TWV/B060/012F,TWV/B059,142,1331,TWV/B060,2,SP4A,TWV/B060/B132/3,,,649704,2,1,ODP2,POINT(479167.16 611118.87),POINT(479045.73 611135.48),2
1331,1;1;1;2;1;1;1;2;1;1;1;3;1;1;1;1;1;,12,TWV/B061/012F,TWV/B060,243,1332,TWV/B061,2,SP4A,TWV/B061/B132/4,,,649776,2,1,ODP2,POINT(479045.73 611135.48),POINT(478870.37 611090.12),2
1328,1;1;1;2;1;1;1;2;1;1;1;3;1;1;2;,12,TWV/B062/012F,TWV/B058,387,1329,TWV/B062,2,SP4A,TWV/B062/B132/5,,,649775,2,1,ODP2,POINT(479241.4 611291.67),POINT(478920.58 611282.93),2
1332,1;1;1;2;1;1;1;2;1;1;1;3;1;2;,48,TWV/B063/048F,TWV/B057,542,1334,TWV/B063,1,SP4A,TWV/B063/B132/6,,,TWV/B/EIR/CH063,2,2,ODP2,POINT(479291.55 611805.8),POINT(478807.68 611755.66),2
1333,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;,48,TWV/B064/048F,TWV/B063,1707,82,,1,,,,,TWV/B/EIR/CH183,,,SLACK,POINT(478807.68 611755.66),POINT(478079.98 611681.13),2
1333,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;,48,TWV/B064/048F,TWV/B063,1707,83,,1,,,,,TWV/B/EIR/CH202,,,SLACK,POINT(478079.98 611681.13),POINT(477603.48 611615.34),2
1333,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;,48,TWV/B064/048F,TWV/B063,1707,1335,TWV/B064,1,SP8A,TWV/B064/B133,,,651293,1,1,ODP1,POINT(477603.48 611615.34),POINT(477183.58 611557.83),2
1334,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;,48,TWV/B065/048F,TWV/B064,227,1336,TWV/B065,1,SP4A,TWV/B065/B133/1,SP4A,TWV/B065/B133/2,651299,2,1,ODP2,POINT(477183.58 611557.83),POINT(476980.34 611527.98),2
1335,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;,48,TWV/B066/048F,TWV/B065,274,1924,TWV/B066,1,SP4A,TWV/B066/B133/3,,,1671939,2,1,ODP2,POINT(476980.34 611527.98),POINT(476731.63 611493.37),2
1957,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;,48,TWV/B067/048F,TWV/B066,123,1337,TWV/B067,1,SP4A,TWV/B067/B133/4,,,651398,2,1,ODP2,POINT(476731.63 611493.37),POINT(476630.64 611479.38),2
1855,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;,48,TWV/B068/048F,TWV/B067,280,1891,TWV/B068,1,SP8A,TWV/B068/B134,SP4A,TWV/B068/B134/1,E1007357,5,1,ODP1+ODP2,POINT(476630.64 611479.38),POINT(476375.42 611443.72),2
1854,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;,48,TWV/B069/048F,TWV/B068,171,1892,TWV/B069,1,SP4A,TWV/B069/B134/2,SP4A,TWV/B069/B134/3,E1007172,2,1,ODP2,POINT(476375.42 611443.72),POINT(476227.21 611423.2),2
1856,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;,48,TWV/B070/048F,TWV/B069,430,1658,TWV/B070,1,SP4A,TWV/B070/B134/4,SP4A,TWV/B070/B134/5,1871439,2,1,ODP2,POINT(476227.21 611423.2),POINT(475825.14 611363.96),2
1857,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;,48,TWV/B071/048F,TWV/B070,167,1657,TWV/B071,1,SP4A,TWV/B071/B134/6,,,1871434,2,1,ODP2,POINT(475825.14 611363.96),POINT(475680.93 611341.92),2
1858,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;,48,TWV/B072/048F,TWV/B071,850,1656,TWV/B072,1,,,,,1846720,3,1,ODP3,POINT(475680.93 611341.92),POINT(474867.49 611283.97),2
1859,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;,48,TWV/B073/048F,TWV/B072,517,1654,TWV/B073,1,SP8A,TWV/B073/B135,,,TWV/B/EIR/CH073,1,2,ODP1,POINT(474867.49 611283.97),POINT(474378.87 611301.65),2
1860,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;,12,TWV/B074/012F,TWV/B073,389,1655,TWV/B074,2,SP4A,TWV/B074/B135/1,,,1846237,2,1,ODP2,POINT(474378.87 611301.65),POINT(474413.01 611653.51),2
1861,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,12,TWV/B075/012F,TWV/B074,413,1653,TWV/B075,2,SP4A,TWV/B075/B135/2,SP4A,TWV/B075/B135/3,1846358,2,1,ODP2,POINT(474413.01 611653.51),POINT(474043.46 611638.76),2
1862,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;,48,TWV/B076/048F,TWV/B073,319,1652,TWV/B076,1,,,,,TWV/B/EIR/CH076,4,2,JOINT,POINT(474378.87 611301.65),POINT(474087.77 611179.23),2
1863,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;,12,TWV/B077/012F,TWV/B076,208,1925,TWV/B077,2,,,,,1845962,3,1,ODP3,POINT(474087.77 611179.23),POINT(474100.93 611102.1),2
1958,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;,12,TWV/B078/012F,TWV/B077,330,1651,TWV/B078,2,SP4A,TWV/B078/B135/4,SP4A,TWV/B078/B135/5,1846123,2,1,ODP2,POINT(474100.93 611102.1),POINT(474201.93 610822.89),2
1864,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;,24,TWV/B079/024F,TWV/B076,555,1893,TWV/B079,1,,,,,TWV/B/EIR/CH079,4,2,JOINT,POINT(474087.77 611179.23),POINT(473635.2 610868.76),2
1865,1;1;1;2;1;1;1;2;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;,12,TWV/B080/012F,TWV/B079,231,1650,TWV/B080,2,SP4A,TWV/B080/B135/6,,,1845244,2,1,ODP2,POINT(473635.2 610868.76),POINT(473741.9 610708.15),2
1364,1;2;,96,TWV/B081/096F,TWV/B001,2280,90,,1,,,,,TWV/B/EIR/CH304,,,SLACK,POINT(483639.25 614441.4),POINT(483221.93 614520.32),2
1364,1;2;1;,96,TWV/B081/096F,TWV/B001,2280,91,,1,,,,,TWV/B/EIR/CH282,,,SLACK,POINT(483221.93 614520.32),POINT(482898.53 614377.16),2
1364,1;2;1;1;,96,TWV/B081/096F,TWV/B001,2280,92,,1,,,,,TWV/B/EIR/CH059,,,SLACK,POINT(482898.53 614377.16),POINT(482480.29 614542.56),2
1364,1;2;1;1;1;,96,TWV/B081/096F,TWV/B001,2280,1268,TWV/B081,1,SP8A,TWV/B081/B136,,,1040931,1,1,ODP1,POINT(482480.29 614542.56),POINT(481896.97 614723.2),2
1239,1;2;1;1;1;1;,12,TWV/B082/012F,TWV/B081,553,1238,TWV/B082,2,SP4A,TWV/B082/B136/1,,,TWV/B/EIR/CH082,2,2,ODP2,POINT(481896.97 614723.2),POINT(481989.2 614284.15),2
1240,1;2;1;1;1;2;,96,TWV/B083/096F,TWV/B081,535,1219,TWV/B083,1,SP4A,TWV/B083/B136/2,,,1040623,2,1,ODP2,POINT(481896.97 614723.2),POINT(481402.05 614814.24),2
1243,1;2;1;1;1;2;1;,24,TWV/B084/024F,TWV/B083,160,1221,TWV/B084,2,SP8A,TWV/B084/B137,SP4A,TWV/B084/B137/1,1504123,5,1,ODP1+ODP2,POINT(481402.05 614814.24),POINT(481284.31 614742.4),2
1244,1;2;1;1;1;2;1;1;,24,TWV/B085/024F,TWV/B084,72,1269,TWV/B085,2,SP4A,TWV/B085/B137/2,,,1504124,2,1,ODP2,POINT(481284.31 614742.4),POINT(481240.11 614717.91),2
1245,1;2;1;1;1;2;1;1;1;,24,TWV/B086/024F,TWV/B085,232,1222,TWV/B086,2,SP4A,TWV/B086/B137/3,SP4A,TWV/B086/B137/4,1504128,2,1,ODP2,POINT(481240.11 614717.91),POINT(481055.41 614621.95),2
1246,1;2;1;1;1;2;1;1;1;1;,24,TWV/B087/024F,TWV/B086,115,1223,TWV/B087,2,SP4A,TWV/B087/B137/5,,,826736,2,1,ODP2,POINT(481055.41 614621.95),POINT(480970.97 614580.93),2
1248,1;2;1;1;1;2;1;1;1;1;1;,24,TWV/B088/024F,TWV/B087,154,1249,TWV/B088,2,SP4A,TWV/B088/B137/6,SP4A,TWV/B088/B137/7,826739,2,1,ODP2,POINT(480970.97 614580.93),POINT(480912.71 614477.32),2
1250,1;2;1;1;1;2;2;,96,TWV/B089/096F,TWV/B083,62,1917,TWV/B089,1,,,,,1273191,4,1,JOINT,POINT(481402.05 614814.24),POINT(481363.86 614827.78),2
1952,1;2;1;1;1;2;2;1;,12,TWV/B090/012F,TWV/B089,65,1916,TWV/B090,2,SP4A,TWV/B090/B136/3,,,TWV/B/EIR/CH090,2,2,ODP2,POINT(481363.86 614827.78),POINT(481387.25 614871.38),2
1999,1;2;1;1;1;2;2;2;,96,TWV/B091/096F,TWV/B089,101,1216,TWV/B091,1,SP4A,TWV/B091/B136/4,,,1040624,2,1,ODP2,POINT(481363.86 614827.78),POINT(481291.04 614856.62),2
2000,1;2;1;1;1;2;2;2;1;,96,TWV/B092/096F,TWV/B091,120,1217,TWV/B092,1,SP4A,TWV/B092/B136/5,SP4A,TWV/B092/B136/6,1040626,2,1,ODP2,POINT(481291.04 614856.62),POINT(481198.45 614887.01),2
1951,1;2;1;1;1;2;2;2;1;1;,24,TWV/B093/024F,TWV/B092,76,1978,TWV/B093,2,SP4A,TWV/B093/B136/7,,,1273193,2,1,ODP2,POINT(481198.45 614887.01),POINT(481145.5 614899.6),2
2006,1;2;1;1;1;2;2;2;1;1;1;,24,TWV/B094/024F,TWV/B093,108,1298,TWV/B094,2,SP8A,TWV/B094/B138,SP4A,TWV/B094/B138/1,1040629,5,1,ODP1+ODP2,POINT(481145.5 614899.6),POINT(481060.94 614913.75),2
